url,label
http://www.facebook.com.verify-billing.cn/index.html,1
http://249.236.204.3/wellsfargo/login.php,1
http://www.netflix.com.verify-billing.club/index.html,1
http://wellsfargo-signin.club/login.php,1
http://facebook-security.click/login.php,1
http://207.87.229.239/netflix/login.php,1
http://www.amazon.com.verify-billing.shop/index.html,1
http://90.254.216.245/paypal/login.php,1
http://34.153.99.196/chase/login.php,1
http://microsoft-support.info/login.php,1
http://apple-portal.ru/login.php,1
http://google-account.online/login.php,1
http://bankofamerica-portal.info/login.php,1
http://www.instagram.com.verify-billing.site/index.html,1
http://www.microsoft.com.verify-billing.online/index.html,1
http://113.158.113.38/facebook/login.php,1
http://www.microsoft.com.verify-billing.work/index.html,1
http://251.180.187.173/microsoft/login.php,1
http://67.42.64.162/twitter/login.php,1
http://www.twitter.com.verify-billing.cfd/index.html,1
http://241.26.116.174/paypal/login.php,1
http://instagram-secure.site/login.php,1
http://paypal-recovery.icu/login.php,1
http://30.13.84.242/facebook/login.php,1
http://213.196.141.167/netflix/login.php,1
http://www.paypal.com.verify-billing.club/index.html,1
http://paypal-update.cfd/login.php,1
http://facebook-verify.online/login.php,1
http://chase-account.shop/login.php,1
http://42.157.165.120/wellsfargo/login.php,1
http://www.twitter.com.verify-billing.click/index.html,1
http://www.bankofamerica.com.verify-billing.xyz/index.html,1
http://124.175.189.246/apple/login.php,1
http://91.49.213.37/chase/login.php,1
http://bankofamerica-security.vip/login.php,1
http://46.96.205.146/google/login.php,1
http://instagram-signin.ru/login.php,1
http://netflix-recovery.club/login.php,1
http://www.amazon.com.verify-billing.click/index.html,1
http://microsoft-secure.top/login.php,1
http://facebook-billing.cc/login.php,1
http://facebook-confirm.icu/login.php,1
http://www.instagram.com.verify-billing.club/index.html,1
http://144.84.106.82/paypal/login.php,1
http://www.microsoft.com.verify-billing.site/index.html,1
http://www.paypal.com.verify-billing.shop/index.html,1
http://twitter-secure.icu/login.php,1
http://69.37.114.59/microsoft/login.php,1
http://amazon-login.ru/login.php,1
http://www.google.com.verify-billing.cfd/index.html,1
http://175.184.217.13/paypal/login.php,1
http://198.65.3.170/microsoft/login.php,1
http://73.239.54.231/bankofamerica/login.php,1
http://www.microsoft.com.verify-billing.club/index.html,1
http://www.chase.com.verify-billing.info/index.html,1
http://google-update.info/login.php,1
http://google-recovery.click/login.php,1
http://132.191.8.85/chase/login.php,1
http://www.apple.com.verify-billing.cn/index.html,1
http://paypal-login.vip/login.php,1
http://paypal-confirm.cfd/login.php,1
http://48.84.240.22/bankofamerica/login.php,1
http://www.facebook.com.verify-billing.icu/index.html,1
http://www.netflix.com.verify-billing.info/index.html,1
http://www.wellsfargo.com.verify-billing.click/index.html,1
http://195.9.161.114/netflix/login.php,1
http://paypal-recovery.online/login.php,1
http://193.122.89.102/wellsfargo/login.php,1
http://www.amazon.com.verify-billing.xyz/index.html,1
http://paypal-security.cfd/login.php,1
http://249.232.17.228/chase/login.php,1
http://115.126.89.23/google/login.php,1
http://96.214.100.245/facebook/login.php,1
http://wellsfargo-support.top/login.php,1
http://94.34.237.146/facebook/login.php,1
http://118.121.115.141/apple/login.php,1
http://75.36.30.124/amazon/login.php,1
http://apple-confirm.ru/login.php,1
http://www.netflix.com.verify-billing.online/index.html,1
http://www.google.com.verify-billing.cc/index.html,1
http://bankofamerica-secure.click/login.php,1
http://google-login.icu/login.php,1
http://bankofamerica-support.icu/login.php,1
http://twitter-account.work/login.php,1
http://85.127.64.43/amazon/login.php,1
http://124.151.204.40/netflix/login.php,1
http://127.226.120.114/amazon/login.php,1
http://microsoft-secure.cn/login.php,1
http://wellsfargo-recovery.shop/login.php,1
http://paypal-account.cn/login.php,1
http://twitter-billing.info/login.php,1
